% Module: Plotter, ID: c0p1t10p1cfm0
% Devices: DEV4934
% Time: 2023/12/11 18:09:44
% Demod 1 Sample Frequency,  /dev4934/demods/0/sample.Frequency
% Time (s), Osc Frequency (Hz)
% Demod 1 Sample Y,  /dev4934/demods/0/sample.Y
% Time (s), Amplitude (V)
-3279.77096533, -1.45743262466e-06
-3278.54762667, 9.6676663068e-06
-3277.324288, 7.38548322878e-06
-3276.10094933, -7.37564158752e-07
-3274.87761067, -1.00893732788e-05
-3273.654272, -6.53062350974e-06
-3272.43093333, -8.29840313644e-06
-3271.20759467, 4.00788181538e-06
-3269.984256, 1.00948196527e-05
-3268.76091733, 1.66883122072e-05
-3267.53757867, 1.08064417484e-05
-3266.31424, -9.13665371954e-06
-3265.09090133, -6.44740294102e-06
-3263.86756267, -1.12295425148e-05
-3262.644224, -1.43279815227e-05
-3261.42088533, -1.42677801257e-06
-3260.19754667, 6.81787334902e-06
-3258.974208, 5.42334521967e-06
-3257.75086933, 4.90537486026e-06
-3256.52753067, 1.17794513841e-05
-3255.304192, 2.13917056524e-05
-3254.08085333, 1.46779308354e-05
-3252.85751467, 5.2323475418e-06
-3251.634176, 3.69225564753e-06
-3250.41083733, -2.83525826516e-06
-3249.18749867, -1.40304669999e-05
-3247.96416, -1.27572285171e-05
-3246.74082133, -1.71065509416e-05
-3245.51748267, -1.67069290215e-05
-3244.294144, -1.09210377555e-05
-3243.07080533, -8.06267169241e-06
-3241.84746667, -4.17124644287e-06
-3240.624128, -4.42340386209e-06
-3239.40078933, -3.55438699793e-06
-3238.17745067, 2.69482004733e-06
-3236.954112, -3.97253769698e-06
-3235.73077333, -2.05279844976e-06
-3234.50743467, 1.62011388526e-05
-3233.284096, 1.81892384225e-05
-3232.06075733, 1.60687165769e-05
-3230.83741867, 1.06159137893e-05
-3229.61408, -9.63788968468e-07
-3228.39074133, -8.33275818673e-06
-3227.16740267, -1.47612991145e-05
-3225.944064, -2.30879474127e-05
-3224.72072533, -2.34788491081e-05
-3223.49738667, -1.45786754284e-05
-3222.274048, 1.78712559801e-05
-3221.05070933, 3.86175952831e-05
-3219.82737067, 2.02825248538e-05
-3218.604032, -2.19174952038e-06
-3217.38069333, -7.7684056143e-06
-3216.15735467, -1.45219948539e-05
-3214.934016, -1.86278859923e-05
-3213.71067733, -2.3493676858e-05
-3212.48733867, -3.24032242328e-06
-3211.264, 1.6290985705e-05
-3210.04066133, 2.11296788224e-05
-3208.81732267, 1.56819950827e-05
-3207.593984, 2.19533929403e-05
-3206.37064533, 5.66134667546e-06
-3205.14730667, -6.68687736383e-06
-3203.923968, -2.81081457538e-07
-3202.70062933, -2.25279156617e-05
-3201.47729067, -2.17759710199e-05
-3200.253952, -7.827830646e-06
-3199.03061333, -1.82589949027e-06
-3197.80727467, -9.52671878389e-06
-3196.583936, -1.48579063714e-05
-3195.36059733, -2.39855426731e-05
-3194.13725867, -1.85703758768e-05
-3192.91392, 1.99218464564e-06
-3191.69058133, 1.22773697761e-05
-3190.46724267, 2.64261692626e-05
-3189.243904, 3.03717220619e-05
-3188.02056533, 1.81146571332e-05
-3186.79722667, 6.31384565938e-06
-3185.573888, 2.88490546644e-06
-3184.35054933, -3.31264965346e-06
-3183.12721067, 1.20336472053e-05
-3181.903872, 1.51851585208e-05
-3180.68053333, 9.30405024714e-06
-3179.45719467, 5.85682529271e-07
-3178.233856, -4.21130429207e-06
-3177.01051733, 3.40337213243e-06
-3175.78717867, -1.564067047e-06
-3174.56384, -1.48788971854e-05
-3173.34050133, -3.51681599918e-06
-3172.11716267, 3.07526326333e-07
-3170.893824, 7.09823929791e-06
-3169.67048533, 4.04695591404e-06
-3168.44714667, 1.32678328598e-05
-3167.223808, 1.42426510602e-05
-3166.00046933, 1.74469741223e-05
-3164.77713067, 1.5143920171e-05
-3163.553792, -1.84184688412e-06
-3162.33045333, -5.0900422659e-06
-3161.10711467, -6.74740785934e-06
-3159.883776, -1.61574242875e-05
-3158.66043733, -2.4148210108e-05
-3157.43709867, -3.40423151091e-05
-3156.21376, -2.47181354943e-05
-3154.99042133, -7.07928865843e-06
-3153.76708267, 2.49754036896e-05
-3152.543744, 2.81663654696e-05
-3151.32040533, 1.57003678795e-05
-3150.09706667, 6.13928222848e-06
-3148.873728, 5.11369009263e-06
-3147.65038933, 4.11394016759e-06
-3146.42705067, -3.11101506213e-07
-3145.203712, -6.88469393956e-07
-3143.98037333, -1.35464203767e-05
-3142.75703467, -2.66861990495e-05
-3141.533696, -1.83363850509e-05
-3140.31035733, 9.58827675219e-06
-3139.08701867, 1.66117699162e-05
-3137.86368, -8.61542664364e-06
-3136.64034133, -2.2673812661e-05
-3135.41700267, -1.00521101083e-05
-3134.193664, 1.01315481119e-05
-3132.97032533, 9.99861594022e-06
-3131.74698667, 3.10512023984e-06
-3130.523648, 1.1724774352e-05
-3129.30030933, 6.61754865255e-06
-3128.07697067, -1.00913720945e-05
-3126.853632, -9.37633139171e-06
-3125.63029333, 9.56818106254e-06
-3124.40695467, 1.58950547696e-05
-3123.183616, 1.01529241544e-05
-3121.96027733, -1.08101362782e-06
-3120.73693867, -1.16120217694e-05
-3119.5136, -9.60071218616e-06
-3118.29026133, 5.89049024052e-06
-3117.06692267, 1.11899490667e-05
-3115.843584, 9.30742158681e-06
-3114.62024533, 2.56920544345e-06
-3113.39690667, -5.74506473243e-06
-3112.173568, -9.0627956199e-06
-3110.95022933, -7.39043034185e-07
-3109.72689067, 3.7728617441e-06
-3108.503552, 9.2737536848e-06
-3107.28021333, 1.00529231058e-05
-3106.05687467, 2.02340457455e-05
-3104.833536, 3.05149023736e-05
-3103.61019733, 2.65431617214e-05
-3102.38685867, 6.01574147708e-06
-3101.16352, -2.19035023125e-05
-3099.94018133, -4.30095752579e-05
-3098.71684267, -4.00839052962e-05
-3097.493504, -1.48050136796e-05
-3096.27016533, -4.7358128998e-06
-3095.04682667, 6.09382881777e-06
-3093.823488, 4.23824546744e-07
-3092.60014933, -1.47386568994e-05
-3091.37681067, -1.15132863026e-05
-3090.153472, -2.36451401719e-05
-3088.93013333, -2.07548870021e-05
-3087.70679467, -7.69030173006e-06
-3086.483456, 9.46359331398e-06
-3085.26011733, 1.81276899076e-05
-3084.03677867, 2.28378721177e-05
-3082.81344, 2.54891123117e-05
-3081.59010133, 1.52772576597e-05
-3080.36676267, 3.2365735361e-06
-3079.143424, 4.96541673013e-06
-3077.92008533, -3.34208122434e-07
-3076.69674667, -7.62815528397e-06
-3075.473408, -1.73668028848e-05
-3074.25006933, -1.99926398629e-05
-3073.02673067, -1.66243761033e-05
-3071.803392, -1.45464533147e-05
-3070.58005333, -2.3671078099e-05
-3069.35671467, -1.75519376458e-05
-3068.133376, -2.20550371182e-07
-3066.91003733, 1.43881013836e-05
-3065.68669867, 2.82763145108e-05
-3064.46336, 1.84683192918e-05
-3063.24002133, 9.96996309799e-06
-3062.01668267, -2.14420866784e-06
-3060.793344, -3.81016686432e-06
-3059.57000533, -1.53538206302e-05
-3058.34666667, -5.10580886235e-06
-3057.123328, 5.66774371273e-06
-3055.89998933, 9.08935333936e-06
-3054.67665067, -6.92020762937e-06
-3053.453312, -1.61431472016e-05
-3052.22997333, -1.19899403211e-05
-3051.00663467, -9.77358344797e-06
-3049.783296, -2.83923403535e-07
-3048.55995733, 1.22131110729e-05
-3047.33661867, 1.40664173213e-05
-3046.11328, 2.24074626462e-05
-3044.88994133, 1.59002447184e-06
-3043.66660267, 1.02359225668e-05
-3042.443264, 1.24872956415e-05
-3041.21992533, 1.46520986689e-06
-3039.99658667, -3.83018692631e-08
-3038.773248, -5.67204562725e-07
-3037.54990933, -8.03119344774e-06
-3036.32657067, -1.35825780834e-05
-3035.103232, -1.86054617976e-05
-3033.87989333, -1.38351928137e-05
-3032.65655467, 1.79310426065e-06
-3031.433216, 1.29273736378e-05
-3030.20987733, 2.38639386991e-06
-3028.98653867, 1.44427045606e-05
-3027.7632, 1.15433051696e-05
-3026.53986133, 1.28409495283e-05
-3025.31652267, 1.27507074032e-05
-3024.093184, 7.29707152961e-06
-3022.86984533, 1.05461454922e-05
-3021.64650667, -5.05422429289e-06
-3020.423168, -1.00566684479e-05
-3019.19982933, -6.08206871525e-06
-3017.97649067, -1.83639342018e-06
-3016.753152, 8.24153703782e-07
-3015.52981333, -7.24837026502e-06
-3014.30647467, -1.44930684522e-05
-3013.083136, -1.06502688396e-05
-3011.85979733, 1.10825435967e-05
-3010.63645867, 2.88519432869e-05
-3009.41312, 2.66276460993e-05
-3008.18978133, 5.76092586347e-06
-3006.96644267, -2.38701318961e-05
-3005.743104, -2.29297508729e-05
-3004.51976533, -2.30815728274e-05
-3003.29642667, -1.06058559002e-05
-3002.073088, 9.98229867981e-06
-3000.84974933, 1.3360213239e-05
-2999.62641067, 1.2068354397e-05
-2998.403072, 6.87474476521e-06
-2997.17973333, -5.53080209291e-06
-2995.95639467, -1.43674845721e-05
-2994.733056, -8.50312014613e-06
-2993.50971733, -4.87232675062e-06
-2992.28637867, 3.31046295032e-06
-2991.06304, -1.89238920976e-06
-2989.83970133, 8.78199481192e-06
-2988.61636267, 7.99441653952e-06
-2987.393024, -6.27388352645e-06
-2986.16968533, 3.24362817959e-06
-2984.94634667, 7.09636160469e-06
-2983.723008, 5.34511194122e-06
-2982.49966933, 5.25049818235e-06
-2981.27633067, 8.53667637916e-06
-2980.052992, 1.23896390506e-05
-2978.82965333, 6.89090131683e-06
-2977.60631467, -6.0891328122e-06
-2976.382976, -1.94197579074e-05
-2975.15963733, -3.25778532471e-05
-2973.93629867, -2.32671383116e-05
-2972.71296, -2.84952264795e-05
-2971.48962133, -4.32600848211e-05
-2970.26628267, -3.50080946214e-05
-2969.042944, -6.61232679834e-06
-2967.81960533, 3.12342485359e-05
-2966.59626667, 3.47494137249e-05
-2965.372928, 2.15500747179e-05
-2964.14958933, 2.34433194656e-05
-2962.92625067, 1.41028810838e-05
-2961.702912, 1.0748094411e-05
-2960.47957333, -7.1605364085e-06
-2959.25623467, -1.01135073678e-05
-2958.032896, -1.19792614579e-05
-2956.80955733, -6.29870771793e-06
-2955.58621867, -4.80282551372e-06
-2954.36288, 9.82855412814e-07
-2953.13954133, 3.51435809994e-06
-2951.91620267, 1.54634789776e-05
-2950.692864, 1.53765745142e-05
-2949.46952533, 1.42571780719e-05
-2948.24618667, -6.88248419361e-06
-2947.022848, -1.57109362554e-05
-2945.79950933, -1.09993992465e-05
-2944.57617067, -1.15867875342e-05
-2943.352832, -7.45940454843e-06
-2942.12949333, 6.12998947866e-06
-2940.90615467, 7.30642454522e-06
-2939.682816, 1.14328361881e-05
-2938.45947733, 9.06781658811e-06
-2937.23613867, -9.0815613261e-06
-2936.0128, -3.58775888852e-05
-2934.78946133, -2.91928456397e-05
-2933.56612267, -3.73783313488e-06
-2932.342784, 3.17837142744e-05
-2931.11944533, 6.17210038273e-05
-2929.89610667, 2.92383061405e-05
-2928.672768, 1.56748648115e-05
-2927.44942933, -1.63746606306e-06
-2926.22609067, -2.27887749896e-05
-2925.002752, -3.47828092491e-05
-2923.77941333, -2.65189000107e-05
-2922.55607467, -1.87756004191e-05
-2921.332736, -1.8014874105e-05
-2920.10939733, -2.65269011817e-06
-2918.88605867, -4.14271885898e-06
-2917.66272, -5.54480798269e-06
-2916.43938133, -1.11877351849e-05
-2915.21604267, 5.50269282456e-06
-2913.992704, -5.28772117564e-07
-2912.76936533, -5.69604618615e-06
-2911.54602667, -7.1165642366e-06
-2910.322688, -2.80649493564e-06
-2909.09934933, 1.19775297025e-05
-2907.87601067, 2.27093033081e-05
-2906.652672, 1.76936703966e-05
-2905.42933333, 2.04860932682e-05
-2904.20599467, 2.44730888485e-05
-2902.982656, 2.10733781588e-05
-2901.75931733, 2.08947249253e-05
-2900.53597867, 1.68151841211e-05
-2899.31264, -1.02969145093e-05
-2898.08930133, -3.39855878581e-05
-2896.86596267, -4.15404433873e-05
-2895.642624, -1.55117707893e-05
-2894.41928533, -1.07079786594e-05
-2893.19594667, -1.32496834009e-05
-2891.972608, -3.29722225893e-05
-2890.74926933, -6.76882780129e-05
-2889.52593067, -5.24564300417e-05
-2888.302592, -3.04083494873e-06
-2887.07925333, 3.09941129618e-05
-2885.85591467, 2.67560098871e-05
-2884.632576, 2.35698953681e-05
-2883.40923733, 2.61189631721e-05
-2882.18589867, 3.52756735858e-05
-2880.96256, 2.39152012601e-05
-2879.73922133, 9.61228144698e-06
-2878.51588267, 7.85067492875e-06
-2877.292544, 8.52704153231e-06
-2876.06920533, 2.62013465189e-05
-2874.84586667, 1.58169497037e-05
-2873.622528, -9.33732760315e-06
-2872.39918933, -1.32604952033e-05
-2871.17585067, 4.10290384549e-06
-2869.952512, 1.31461538489e-05
-2868.72917333, -1.04076387341e-05
-2867.50583467, -1.22751163079e-05
-2866.282496, -1.1844801371e-05
-2865.05915733, -8.02834736585e-06
-2863.83581867, -2.88575805024e-06
-2862.61248, 1.94413507886e-06
-2861.38914133, 6.26341795692e-06
-2860.16580267, 5.83243477864e-06
-2858.942464, 1.60886344233e-06
-2857.71912533, -9.76003309673e-06
-2856.49578667, -8.54821255288e-06
-2855.272448, 1.25640287742e-05
-2854.04910933, 2.25759587292e-05
-2852.82577067, 2.32366544526e-06
-2851.602432, -2.77792008445e-05
-2850.37909333, -2.60544941294e-05
-2849.15575467, -1.56231685731e-05
-2847.932416, -1.04394059001e-05
-2846.70907733, 7.33701239226e-06
-2845.48573867, 1.27190241367e-05
-2844.2624, -4.57744737939e-07
-2843.03906133, 2.169071264e-06
-2841.81572267, 2.62673032997e-06
-2840.592384, 9.30021273378e-06
-2839.36904533, 5.56781297423e-06
-2838.14570667, 8.88705227919e-06
-2836.922368, -2.82575694841e-07
-2835.69902933, -3.22218354048e-05
-2834.47569067, -2.72229634754e-05
-2833.252352, -2.54489339309e-05
-2832.02901333, -1.31839676833e-05
-2830.80567467, 1.36713088368e-05
-2829.582336, 2.28273864596e-05
-2828.35899733, 2.53311609709e-05
-2827.13565867, 9.26001899111e-06
-2825.91232, 2.05555312851e-05
-2824.68898133, 2.22991041494e-05
-2823.46564267, -1.76864473634e-05
-2822.242304, -2.82375175167e-05
-2821.01896533, -1.54365064877e-05
-2819.79562667, 6.58504766183e-06
-2818.572288, 1.18635889383e-05
-2817.34894933, -8.4746410112e-06
-2816.12561067, -5.73560182036e-06
-2814.902272, -1.00773218916e-06
-2813.67893333, -5.08326236355e-06
-2812.45559467, -1.22836953216e-05
-2811.232256, -1.00222117729e-05
-2810.00891733, -9.21948374225e-06
-2808.78557867, -5.68310262878e-06
-2807.56224, 2.44004106587e-06
-2806.33890133, 1.79182715748e-05
-2805.11556267, 2.4560893163e-05
-2803.892224, 6.24703688566e-06
-2802.66888533, 1.50829577706e-06
-2801.44554667, -1.73501978847e-05
-2800.222208, -3.20762202367e-05
-2798.99886933, -1.05273927845e-05
-2797.77553067, 1.36104356534e-05
-2796.552192, 1.81195770676e-05
-2795.32885333, 2.2107386827e-05
-2794.10551467, 1.56036005046e-05
-2792.882176, 1.04071885132e-06
-2791.65883733, 7.55567089003e-07
-2790.43549867, -8.21653795735e-06
-2789.21216, -4.97105808156e-06
-2787.98882133, 4.07742913789e-06
-2786.76548267, -2.36129966401e-05
-2785.542144, -3.38407461011e-05
-2784.31880533, -2.62796684236e-05
-2783.09546667, -2.62633623891e-06
-2781.872128, 1.00949059155e-05
-2780.64878933, 1.03919282676e-05
-2779.42545067, 2.15066945688e-05
-2778.202112, 2.47768733777e-05
-2776.97877333, 8.41938909064e-06
-2775.75543467, 7.54718700177e-06
-2774.532096, 7.04746181748e-06
-2773.30875733, -1.34291856731e-05
-2772.08541867, -9.43522821141e-06
-2770.86208, 1.54085425662e-05
-2769.63874133, 2.33287246403e-05
-2768.41540267, 2.19838525748e-06
-2767.192064, -1.79217256322e-05
-2765.96872533, -1.78106693546e-05
-2764.74538667, -8.59467216609e-06
-2763.522048, -1.85207517183e-05
-2762.29870933, -2.28907754447e-05
-2761.07537067, -1.01278978952e-05
-2759.852032, 1.78989682031e-05
-2758.62869333, 2.2083014629e-05
-2757.40535467, 1.01546653633e-05
-2756.182016, 1.25343673662e-05
-2754.95867733, 3.06008975324e-05
-2753.73533867, 4.48133442015e-05
-2752.512, 2.27684175573e-05
-2751.28866133, 4.34057443023e-06
-2750.06532267, -2.71048141497e-05
-2748.841984, -5.03507004955e-05
-2747.61864533, -3.3652803072e-05
-2746.39530667, -1.43510639145e-05
-2745.171968, -1.19200993506e-05
-2743.94862933, 1.06337879162e-06
-2742.72529067, 1.29419106938e-05
-2741.501952, 1.23505602252e-05
-2740.27861333, 9.7108703852e-06
-2739.05527467, 1.67926435307e-05
-2737.831936, 1.43492435328e-05
-2736.60859733, 6.48105725369e-06
-2735.38525867, 8.23516717924e-06
-2734.16192, 1.77179102462e-05
-2732.93858133, 2.07541525865e-06
-2731.71524267, -1.66310307473e-05
-2730.491904, -1.51931679636e-05
-2729.26856533, -1.89276149878e-05
-2728.04522667, -1.3873305023e-05
-2726.821888, -2.29518441965e-05
-2725.59854933, -2.61094529928e-05
-2724.37521067, -1.90974599612e-05
-2723.151872, -3.80640096091e-05
-2721.92853333, -2.77278727001e-05
-2720.70519467, -1.86320815554e-06
-2719.481856, 1.74927412696e-05
-2718.25851733, 1.78541570368e-05
-2717.03517867, 1.84353503549e-05
-2715.81184, 6.80722580041e-06
-2714.58850133, -8.30956058097e-06
-2713.36516267, -1.20745275054e-05
-2712.141824, -1.75758235815e-05
-2710.91848533, -6.60575782629e-06
-2709.69514667, -5.79932817573e-06
-2708.471808, -4.81682254088e-06
-2707.24846933, -8.61723284507e-06
-2706.02513067, 1.56764594918e-05
-2704.801792, 1.53626525239e-05
-2703.57845333, 1.49748001597e-05
-2702.35511467, 1.16604205233e-05
-2701.131776, 1.34153552631e-05
-2699.90843733, 9.26782872961e-06
-2698.68509867, -1.3068710525e-05
-2697.46176, -2.20550891122e-05
-2696.23842133, -1.3853303277e-05
-2695.01508267, -1.00503559009e-05
-2693.791744, -8.23113705166e-06
-2692.56840533, -6.12009170749e-06
-2691.34506667, 8.69897158415e-06
-2690.121728, 2.44315722125e-05
-2688.89838933, 1.71426968315e-05
-2687.67505067, 1.31181769289e-05
-2686.451712, 2.51696563114e-07
-2685.22837333, -1.35757745474e-05
-2684.00503467, -1.26492298425e-06
-2682.781696, 7.80392816673e-06
-2681.55835733, -3.19949057215e-06
-2680.33501867, -1.32952419813e-05
-2679.11168, 6.70573996797e-06
-2677.88834133, 1.72507545902e-05
-2676.66500267, 1.60651608947e-05
-2675.441664, -9.51733918042e-06
-2674.21832533, -3.99636419407e-05
-2672.99498667, -5.43383105505e-05
-2671.771648, -4.42565106737e-05
-2670.54830933, -1.39115330371e-05
-2669.32497067, 3.22133379272e-05
-2668.101632, 7.73769906728e-05
-2666.87829333, 6.62334320909e-05
-2665.65495467, 3.83476954945e-05
-2664.431616, 1.64763195795e-05
-2663.20827733, -6.04410362545e-06
-2661.98493867, -3.0829492206e-05
-2660.7616, -2.26519834434e-05
-2659.53826133, -1.08188364144e-05
-2658.31492267, -1.18061774933e-05
-2657.091584, -9.39672427447e-06
-2655.86824533, 1.55964991846e-06
-2654.64490667, -5.54676366694e-07
-2653.421568, -1.54578648049e-05
-2652.19822933, -1.29607112596e-05
-2650.97489067, 5.80954204692e-06
-2649.751552, 1.71198944985e-05
-2648.52821333, 2.55228186184e-05
-2647.30487467, 2.78989726201e-05
-2646.081536, 2.70143350973e-05
-2644.85819733, 3.24991620667e-05
-2643.63485867, 2.32980257151e-05
-2642.41152, -1.91876967687e-05
-2641.18818133, -4.00852382339e-05
-2639.96484267, -3.95004939604e-05
-2638.741504, -2.31022286345e-05
-2637.51816533, 3.43809468593e-06
-2636.29482667, 1.08288765783e-05
-2635.071488, 4.52816118206e-06
-2633.84814933, 8.28013078262e-07
-2632.62481067, 6.10834519432e-06
-2631.401472, -7.74272942986e-06
-2630.17813333, -2.9228111767e-05
-2628.95479467, -3.01030175451e-05
-2627.731456, -3.05413460607e-05
